id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
217106,Great Ashbury Studio in SF  #3,374909,Eric,,Haight Ashbury,37.76468,-122.44523,Entire home/apt,110,30,43,4/7/2019,0.45,12,276
220418,Haight Ashbury Experience Room 3,1032643,Josh,,Haight Ashbury,37.77042,-122.45019,Private room,78,1,409,7/28/2019,4.26,5,308
221342,Penthouse Master Suite Panoramic View with Decks,285168,Bill,,Russian Hill,37.80281,-122.4154,Private room,139,2,187,7/30/2019,1.95,4,37
224579,Beautiful luxury house w/ Deck,1168946,Armelle,,Mission,37.75632,-122.40478,Entire home/apt,145,2,93,8/2/2019,0.97,1,217
225205,Private Mission Room Near Valencia,1172942,Chris,,Mission,37.76097,-122.42313,Private room,115,2,405,6/30/2019,4.23,1,0
225933,Art lovers to the Duboce Triangle!,1177567,Marcia,,Castro/Upper Market,37.7684,-122.43086,Private room,99,3,190,8/3/2019,2.04,1,35
226594,Beautiful Cole Valley/Haight Flat.,1191853,Steve,,Haight Ashbury,37.76968,-122.45193,Private room,120,1,101,7/7/2019,1.06,1,316
229240,Dorm Bed In Friendly Hostel Community #3,329072,Darren & Friends,,Financial District,37.79341,-122.4034,Shared room,45,1,342,7/22/2019,3.57,20,61
229319,Bernal pied-à-terre,12798954,Anya,,Bernal Heights,37.73819,-122.41566,Entire home/apt,135,30,18,1/19/2016,0.2,2,340
231129,Nob Hill Mini Mansion 4b/4b,1208533,Valentino,,Nob Hill,37.79114,-122.41029,Entire home/apt,989,2,62,7/14/2019,0.67,5,259
231752,Mid-Century Garden Flat in Charming Upper Castro Victorian,691445,LeighAnna,,Noe Valley,37.75565,-122.44022,Entire home/apt,250,30,76,3/4/2019,0.81,1,256
232060,Lovely Private Suite Near UCSF- Monthly Only,1214006,Syl & Art,,Inner Sunset,37.75855,-122.46444,Entire home/apt,99,30,113,9/25/2017,1.24,1,65
238190,Contemporary Penthouse with Two Beds and City View,285168,Bill,,Russian Hill,37.80301,-122.41581,Private room,99,2,208,7/30/2019,2.19,4,41
238204,Spacious SF Getaway Near The Ocean,1248132,"Jennifer, Maria , Andrew",,Parkside,37.74174,-122.50435,Entire home/apt,135,3,197,7/29/2019,2.08,1,297
241235,Dorm Bed In Friendly Hostel Community #4,329072,Darren & Friends,,Financial District,37.79271,-122.40383,Shared room,45,1,311,7/22/2019,3.27,20,72
242008,One Bedroom SOMA apartment,1270330,Jake,,South of Market,37.77499,-122.40635,Entire home/apt,160,3,59,7/12/2019,0.77,1,20
242477,Spacious and Airy Flat Steps from Castro with a Great Yard,1272604,David,,Castro/Upper Market,37.75967,-122.44257,Entire home/apt,225,30,60,6/19/2019,0.67,3,0
244361,North Beach Chinatown Apartment,817292,Rick,,Chinatown,37.79532,-122.40863,Entire home/apt,135,30,71,4/25/2019,0.75,2,284
245339,1 Bedroom near Ballet Symphony,1257432,San Francisco Life,,Downtown/Civic Center,37.78304,-122.41942,Entire home/apt,138,30,8,9/16/2018,0.12,26,358
252867,Potrero Hill Condo with View of Bay,1327890,Susi & Matt,,Potrero Hill,37.75889,-122.39539,Entire home/apt,280,6,23,8/3/2019,0.25,1,40
256148,Spacious Quiet Rm w/Private Ensuite Bath in Castro,1239523,Chris,,Castro/Upper Market,37.76188,-122.44215,Private room,139,1,576,7/28/2019,6.12,1,137
256176,Private entrance bd/bath by GG Park,976125,Eva,,Inner Richmond,37.77579,-122.45504,Private room,100,3,297,8/1/2019,3.16,1,310
258873,Stay in the heart of North Beach!,1360620,Debbie,,North Beach,37.80134,-122.40714,Private room,89,2,351,7/31/2019,4.18,2,264
259621,Dorm Bed In Friendly Hostel Community #6,329072,Darren & Friends,,Financial District,37.7947,-122.40374,Shared room,45,1,219,7/21/2019,2.33,20,71
259622,Dorm Bed In Friendly Hostel Community #5,329072,Darren & Friends,,Financial District,37.79441,-122.40473,Shared room,45,1,203,7/22/2019,2.23,20,71
259919,Golden Gate Park 1BR,38836,Bernat,,Inner Sunset,37.7647,-122.45368,Entire home/apt,114,30,13,11/20/2016,0.14,40,217
261358,Studio with Rooftop Deck,1257432,San Francisco Life,,Downtown/Civic Center,37.78322,-122.42025,Entire home/apt,138,30,1,11/23/2011,0.01,26,0
269371,Delux Digs by Buena Vista Park,838614,Matthew,,Castro/Upper Market,37.76294,-122.43974,Private room,115,2,176,8/3/2019,1.88,1,333
269463,Elegant Victorian Flat in Haight,1244308,Lawrence,,Haight Ashbury,37.76711,-122.45151,Entire home/apt,250,2,120,7/10/2019,1.28,1,12
271602,Luxury Condo Downtown/ SoMa,1421296,Richard,,South of Market,37.77641,-122.40454,Entire home/apt,133,30,101,4/6/2019,1.09,1,317
271647,SURF Ocean Beach + Golden Gate Park,1421509,Matthew,,Outer Sunset,37.75553,-122.50707,Shared room,35,30,134,9/24/2016,1.61,2,0
273530,"Sunny Potrero Townhouse ""Nest""",99128,Cathryn,,Potrero Hill,37.75612,-122.39967,Entire home/apt,325,4,33,4/27/2019,0.48,2,0
274334,Newly remodeled clean/private bath,1434669,Ashli,,Outer Sunset,37.75346,-122.50358,Private room,89,3,67,7/31/2019,0.73,1,80
276072,Bright rm/Mission (w/pinball),738203,Gene X,,Mission,37.76833,-122.42592,Private room,95,2,52,8/3/2019,0.61,1,0
277339,Comfortable and tranquil SF escape,1448282,"Natalie, Paige, Tennyson And Hannah",,Outer Mission,37.72681,-122.43419,Entire home/apt,110,3,343,7/29/2019,3.73,1,239
279184,"Perfect family home, 3 BR in the Mission, backyard",1456262,Justin,,Mission,37.7529,-122.41553,Entire home/apt,575,3,13,7/3/2019,0.14,2,0
280549,Bungalow Rooms with Great Views,1454829,Luise,,West of Twin Peaks,37.73773,-122.44956,Private room,250,1,35,9/23/2018,0.47,1,337
284117,"Cozy, Charming Cottage nestled in a Quiet Garden",1479905,Samantha,,Noe Valley,37.74334,-122.42932,Entire home/apt,105,30,209,1/23/2019,2.31,2,151
284766,Brick and Timber Loft  - Cow Hollow/Marina,607958,Michelle,,Marina,37.79921,-122.43191,Entire home/apt,300,3,22,7/2/2019,0.95,1,5
285499,Castro States Street View Penthouse,1479964,James,,Castro/Upper Market,37.76288,-122.43815,Entire home/apt,210,30,2,2/11/2016,0.03,25,326
286311,Spacious Corona Heights flat with views,400480,Evelyn,,Castro/Upper Market,37.76275,-122.44252,Entire home/apt,475,5,15,7/5/2019,0.38,2,7
287907,"Perfect Base ~ Public transit, Parking and Views",428414,Adrian & Lupe,,Outer Mission,37.73225,-122.43614,Entire home/apt,300,3,66,7/19/2019,0.73,1,21
288213,"""Stylish Potrero Garden Flat for Two""",1498483,Jared & Katherine,,Potrero Hill,37.75971,-122.38833,Entire home/apt,190,2,178,6/10/2019,1.95,1,233
292723,Mission Outr PvtBDRmD3 + MiniFridge,305973,Maria,,Excelsior,37.73096,-122.42378,Private room,45,30,18,8/5/2017,0.2,14,226
295240,Garden Apartment Oasis with Lush Greenery and a Hot Tub,1525192,Kristoffer,,Castro/Upper Market,37.76267,-122.43919,Entire home/apt,299,2,148,8/4/2019,1.62,1,227
295565,SF BedRM 4,305973,Maria,,Excelsior,37.7303,-122.42464,Private room,30,30,11,1/31/2019,0.12,14,340
298368,Perfect Modern 1BD  Mission SF Apt,337160,Nicole,,Mission,37.76259,-122.41748,Entire home/apt,160,30,57,9/15/2018,0.63,1,349
307837,"Lovely, garden studio apartment",1583952,Ellen,,Noe Valley,37.75131,-122.437,Entire home/apt,159,7,58,7/15/2019,0.66,1,268
308885,North Beach Best Location and View,1588855,Arbe,,North Beach,37.79954,-122.40679,Entire home/apt,135,30,109,9/1/2018,1.29,2,354
314248,Pacific Heights 3 bedroom home,1614566,Sarah,,Pacific Heights,37.79026,-122.4364,Entire home/apt,325,30,41,7/6/2019,0.58,1,354
314368,2BR North Beach - Perfect for Business or Leisure,1229762,Jason,,North Beach,37.80345,-122.40798,Entire home/apt,600,1,32,6/30/2019,2.2,2,124
317078,Alamo Square 1 bedroom Apt. F1B,374909,Eric,,Western Addition,37.77612,-122.43292,Entire home/apt,100,30,14,5/18/2019,0.16,12,349
317121,Small but practical studio in SF,374909,Eric,,Haight Ashbury,37.76641,-122.44667,Entire home/apt,90,30,27,3/3/2019,0.3,12,143
323635,Sleep in  AUMVersity Altar Room.,812808,Mukt,,Excelsior,37.72606,-122.43232,Private room,48,2,67,7/30/2019,0.76,2,334
325478,Spacious & artsy 2br Dolores Park flat,1579337,Markus,,Mission,37.76065,-122.42414,Entire home/apt,365,4,114,7/7/2019,1.26,1,24
326650,Lovely beautiful Apt Pac Fillmore,1670339,Je,,Western Addition,37.78633,-122.43217,Entire home/apt,139,30,34,8/7/2015,0.39,2,350
329020,"The Clock Tower, circa 1907.",326840,Jorge,,South of Market,37.78278,-122.39337,Entire home/apt,250,30,6,10/5/2017,0.07,1,0
330535,Victorian Flat amongst the Trees.,625762,Ryan And Lindsea,,Haight Ashbury,37.76892,-122.44615,Entire home/apt,189,30,111,4/22/2018,1.23,2,246
330736,Luxury Condo w/ Views & Whole Foods,729748,Patriz,,Mission,37.76592,-122.40628,Entire home/apt,298,3,60,7/27/2019,0.66,1,333
334339,Castro Cottage: Room & Private Bath,879042,Bruce,,Castro/Upper Market,37.76295,-122.44259,Private room,99,3,175,8/4/2019,2.06,1,87
334886,"Marina Designer Showplace  ""ELEGANT  BEDROOM""",1700823,Jennifer,,Marina,37.80432,-122.44601,Private room,165,60,127,2/4/2019,1.42,5,331
338849,Best area Bright LARGE Beautiful,1670339,Je,,Western Addition,37.78525,-122.43051,Private room,99,30,3,10/16/2014,0.04,2,350
342420,Large Victorian House in Castro,1737796,Elizabeth,,Castro/Upper Market,37.76052,-122.42939,Entire home/apt,595,4,18,7/26/2019,0.34,1,114
344621,Charming Bungalow on the Sunnyside,305675,Patricia,,Outer Mission,37.72836,-122.44797,Private room,95,1,20,8/1/2019,0.23,1,285
348580,Lovely view condo near BART/Mission,197515,Mark,,Bernal Heights,37.74271,-122.41955,Entire home/apt,160,2,33,7/7/2019,0.37,1,8
348714,Elegant Queen Ann Victorian,78610,George,,Haight Ashbury,37.77307,-122.44293,Entire home/apt,190,3,346,7/30/2019,3.88,1,47
350391,Spectacular View Penthouse • Private Ensuite Bath,1781314,James,,Noe Valley,37.74603,-122.43715,Private room,195,2,149,6/24/2019,1.65,2,0
350479,"BEDROOM (rear), Aug 31--->",1776403,Ken,,Mission,37.75711,-122.40963,Private room,83,1,40,5/25/2019,0.47,4,161
351881,Castro Classic Victorian w/ Views,1781821,Katie And Chris,,Castro/Upper Market,37.76174,-122.44339,Private room,125,2,366,7/28/2019,4.06,2,319
351950,MissionOutr PvtBR w/ TwinBed+Fridge,305973,Maria,,Excelsior,37.72965,-122.42539,Private room,40,30,20,3/9/2019,0.23,14,345
351978,Mission Outr BedRmD1+Fridge+Patio,305973,Maria,,Excelsior,37.73019,-122.42317,Private room,45,30,25,1/6/2019,0.28,14,326
352165,In-Law Bedroom in Castro Victorian,1783772,Brian,,Castro/Upper Market,37.75813,-122.4355,Entire home/apt,115,2,199,7/21/2019,3.05,2,6
353292,"Mid-Century Modern Flat, Central Locale",1789683,Tim,,Western Addition,37.77093,-122.42823,Private room,90,7,10,6/30/2019,0.11,1,321
361230,Location! Stylish home! Must See!,1129902,Meirav,,Castro/Upper Market,37.76079,-122.43447,Entire home/apt,270,30,175,1/4/2017,1.98,1,0
364023,"Beautiful, spacious, modern apt with great views",1789039,Ashleigh,,Excelsior,37.72636,-122.43342,Private room,85,30,0,,,1,67
364397,Garden Lovers @Heart of the Castro,1841207,Geoff,,Castro/Upper Market,37.7586,-122.43332,Private room,95,2,72,7/31/2019,0.83,5,104
365275,"Bright Studio Apartment, Queen Bed, Parking, View",451471,Rita,,Bernal Heights,37.73501,-122.42045,Entire home/apt,135,1,224,8/3/2019,2.49,2,5
366541,Luxury Apartment in SOMA Sleeps 4,1775769,Qian,,Financial District,37.79178,-122.39502,Entire home/apt,500,30,1,6/5/2018,0.07,1,354
374997,Castro View Whole Top flr Apartment,1781821,Katie And Chris,,Castro/Upper Market,37.76055,-122.44221,Entire home/apt,549,3,36,5/11/2019,0.46,2,138
377452,Quiet Modern Loft w/ Private Garden,1896909,Beth & Geo,,Mission,37.75139,-122.41194,Entire home/apt,200,31,85,12/31/2016,0.95,2,126
377569,Cozy room in the Mission,1897399,Alessandra,,Mission,37.75131,-122.40795,Private room,70,3,101,5/29/2019,1.15,1,267
379255,Beautiful 4-bdrm in San Francisco,1904628,Clare,,Haight Ashbury,37.76588,-122.44281,Entire home/apt,672,5,12,7/30/2019,0.14,1,48
379349,Best location in San Francisco,1901233,Miriam,,Haight Ashbury,37.76648,-122.44542,Entire home/apt,125,3,256,7/23/2019,2.95,1,267
379418,3Br/2Bath Mid century home in Bernal Heights,510040,Sandrine,,Bernal Heights,37.74587,-122.41626,Entire home/apt,390,4,12,6/23/2019,0.14,1,11
381217,Stylish Spacious Bernal Dwelling,672097,Christopher Scott,,Bernal Heights,37.74498,-122.41927,Private room,102,30,174,7/31/2019,1.96,3,262
392543,Serene 1 Bedroom Garden Unit in Sunny Potrero,1963037,Robert,,Potrero Hill,37.76196,-122.39411,Entire home/apt,250,4,120,7/28/2019,1.47,2,327
394575,Grand and Cozy 1920's SF Studio,1190192,Mike & Nic,,Bernal Heights,37.74248,-122.41069,Entire home/apt,149,6,377,7/27/2019,4.25,1,259
408471,Amazing modern views house in SF,530786,Shevi,,Castro/Upper Market,37.75666,-122.43607,Entire home/apt,700,2,34,7/13/2019,0.4,1,273
409549,Bernal Village Small Town San Fran,684131,Mary,,Bernal Heights,37.74002,-122.41813,Entire home/apt,169,3,59,8/1/2019,0.68,3,61
409560,Clean Well-lighted Place to Stay,2038517,Rennea,,Ocean View,37.72042,-122.46914,Private room,60,30,14,2/2/2015,0.17,1,154
413663,Luxury PanoView NoeValley Penthouse,1371146,Alex,,Noe Valley,37.74987,-122.44027,Entire home/apt,189,30,80,7/29/2019,1.11,1,0
415498,Prime Location - Studio Apartment,216682,Jay,,Pacific Heights,37.79363,-122.42493,Entire home/apt,130,30,20,1/2/2019,0.23,9,0
417681,Studio near Ballet Symphony,1257432,San Francisco Life,,Downtown/Civic Center,37.78217,-122.42038,Entire home/apt,114,30,9,9/1/2016,0.11,26,97
420160,LOVELY BEDROOM IN SUNNY POTRERO HILL,2089429,Serena,,Mission,37.76318,-122.40708,Private room,99,3,139,6/28/2019,1.59,3,138
423063,"Modern, comfy home in NOPA/Haight!",2103856,Ariel,,Western Addition,37.77044,-122.43599,Entire home/apt,289,3,95,7/22/2019,1.08,1,347
423300,"BEDROOM UNIT, Oct 29--->",1776403,Ken,,Mission,37.75635,-122.40996,Entire home/apt,122,30,19,8/26/2018,0.23,4,310
424846,Luxury Bed & Bath with private Living Room,2112291,Martha,,Inner Richmond,37.78377,-122.47522,Private room,132,2,198,7/21/2019,3.31,1,295
430692,Sunny Room w/ Private Sink,2001297,Urs Leonhardt,,Mission,37.75906,-122.40761,Private room,68,31,13,5/22/2019,0.3,7,324
431632,"Private, cozy studio near nature",2146065,Lindsay And Brian,,Outer Richmond,37.78135,-122.48266,Entire home/apt,140,3,208,7/18/2019,2.35,2,295
431862,Penthouse Studio w Rooftop Deck!,1257432,San Francisco Life,,Downtown/Civic Center,37.78321,-122.41969,Entire home/apt,124,30,8,4/11/2017,0.12,26,126
435389,Shelli's Student Home4(1 Month Min),576273,Shelli,,Chinatown,37.79418,-122.40582,Shared room,30,30,9,4/27/2019,0.1,7,267
435390,Shelli's Student Home3(1 Month Min),576273,Shelli,,Chinatown,37.79455,-122.406,Shared room,30,30,8,8/11/2018,0.11,7,347
435391,Shelli's Student Home2(1 Month Min),576273,Shelli,,Chinatown,37.79478,-122.40592,Shared room,30,30,6,9/21/2018,0.08,7,263
437385,Restful Room in a Condo with a Wood Fire,2172763,Melanie,,Outer Richmond,37.77884,-122.50535,Private room,128,2,255,7/28/2019,2.9,1,325
438940,Classic Room @ Heart of The Castro,1841207,Geoff,,Castro/Upper Market,37.76003,-122.4357,Private room,116,2,46,7/27/2019,0.53,5,106
438967,Cool Blue @ The Heart of The Castro,1841207,Geoff,,Castro/Upper Market,37.75941,-122.43363,Private room,109,2,27,6/11/2019,0.31,5,0
439703,Heart of the Castro - 4 bedroom,1841207,Geoff,,Castro/Upper Market,37.75978,-122.4351,Entire home/apt,350,3,27,7/25/2017,0.31,5,7
442349,Right in the middle living,2198022,Judith,,Western Addition,37.7748,-122.42711,Entire home/apt,250,30,19,9/30/2018,0.23,1,0
442397,OceanBeach2br2BathFreeParking!,2198311,Marianne,,Outer Sunset,37.75925,-122.50893,Entire home/apt,324,4,118,7/15/2019,1.34,1,79
443908,"""CALEF HOUSE Rm 1, Large Priv Rm in Beaut SF Vict""",109045,Ronda,,Western Addition,37.78706,-122.42908,Private room,140,2,68,7/19/2019,0.77,3,360
444675,"Lux Furnished, Historic Home. Bay Views, Huge Yard",2206832,Athena,,Glen Park,37.74054,-122.43121,Entire home/apt,190,30,8,7/20/2019,0.09,2,207
450992,Charming Apt in the middle of SF F1,374909,Eric,,Western Addition,37.77407,-122.4331,Entire home/apt,110,30,20,2/9/2019,0.23,12,353
455783,Live Where the City meets the Sea,1421509,Matthew,,Outer Sunset,37.75385,-122.50806,Private room,57,30,97,12/1/2016,1.92,2,33
456264,Modern 2BR/1BA Russian Hill Condo,2268272,Property,,North Beach,37.8059,-122.41803,Entire home/apt,165,30,44,5/17/2018,0.5,2,0
456568,Central SF.  Painted Ladies 4 Blks  5 Star.,202591,Jose  Jeffrey,,Western Addition,37.77346,-122.42917,Private room,89,1,87,7/31/2019,1.04,3,116
457862,Comfy home in central location!,2276059,Holly & Kris,,Western Addition,37.78101,-122.44083,Entire home/apt,425,3,42,7/5/2019,0.49,1,0
457986,"2BR, 2BA w/parking in San Francisco",2276990,Team Ritger,,Excelsior,37.72594,-122.43327,Entire home/apt,225,6,12,8/13/2018,0.17,1,48
459990,Russian Hill Studio,1479964,James,,Russian Hill,37.80041,-122.41569,Entire home/apt,148,30,3,8/14/2017,0.04,25,34
465723,Charming suite in West Portal area,305557,Sheila,,Parkside,37.73853,-122.47166,Entire home/apt,160,2,416,8/4/2019,4.75,1,267
467507,Gorgeous Bernal Heights Studio Apt with Private Entrance,2320888,Jennifer,,Bernal Heights,37.74687,-122.40964,Entire home/apt,145,3,195,6/14/2019,2.22,1,227
467839,CALEF HOUSE Rm 3 in Beaut SF Vict!,109045,Ronda,,Western Addition,37.78881,-122.42941,Private room,105,2,101,6/30/2019,1.19,3,339
468490,Penthouse Panoramic View Home with Decks,285168,Bill,,Russian Hill,37.80139,-122.41534,Entire home/apt,490,1,29,7/14/2019,0.42,4,316
468751,"2 bedroom garden flat, heart of SF",2326926,Terrance,,Mission,37.76717,-122.42419,Entire home/apt,280,3,26,7/17/2019,0.3,1,0
470686,Private bath/Queen bdrm/Super Location,2335495,Hao,,Mission,37.76731,-122.42542,Private room,125,1,252,7/27/2019,2.9,1,19
472901,Excellent Peaceful Studio Condo,1793063,Jin,,South of Market,37.77297,-122.40301,Entire home/apt,170,31,217,5/8/2019,2.47,1,353
474001,Monthly Shared Home for Students 6,329072,Darren & Friends,,Chinatown,37.79472,-122.40519,Shared room,30,30,1,12/24/2013,0.01,20,365
474107,Two cozy rooms in an SF Edwardian home!,2318089,Inés,,Excelsior,37.72376,-122.42926,Private room,90,2,64,7/24/2019,2.58,1,143
479072,Lovely garden studio in the Castro,210275,Viola,,Castro/Upper Market,37.75756,-122.4364,Entire home/apt,199,1,254,7/28/2019,2.9,1,0
479415,Sunny Home in Prime Bernal Heights,350839,Amy,,Bernal Heights,37.73962,-122.41484,Entire home/apt,230,3,21,6/25/2019,0.27,1,3
482592,Grand 1880's Victorian in San Fran,2389112,Victor,,Glen Park,37.73429,-122.43491,Entire home/apt,650,2,104,7/18/2019,1.23,2,337
485245,North Beach/Telegraph Hill Room in Sunny Flat,2401961,Simon,,North Beach,37.80332,-122.41076,Private room,75,30,42,7/14/2019,0.48,1,76
485286,Adorable Bernal Heights Apartment,2402202,Benjamin,,Bernal Heights,37.73895,-122.41274,Entire home/apt,195,2,44,7/27/2019,0.51,1,7
487019,Big Bright 3 br/2ba in Potrero Hill,2410550,Cecile,,Potrero Hill,37.756,-122.40022,Entire home/apt,205,4,23,7/17/2019,0.27,1,126
487499,Mission District - Perfect Location,1682183,Daniel,,Mission,37.76099,-122.42183,Entire home/apt,125,30,182,7/31/2019,2.11,1,331
488297,"3BR SF View Apt, separate entrance all to yourself",1261971,Craig,,Noe Valley,37.75613,-122.44066,Private room,399,3,229,7/22/2019,2.63,1,95
488359,Charming Studio in the Heart of Castro,2416427,José,,Castro/Upper Market,37.76214,-122.43148,Entire home/apt,205,3,250,8/1/2019,3.06,1,110
491867,Central San Francisco Urban Dream,969518,Sona,,Western Addition,37.77296,-122.43497,Entire home/apt,375,3,35,7/26/2019,0.41,2,32
491874,Central San Francisco Dream,969518,Sona,,Western Addition,37.77144,-122.4347,Private room,130,3,96,2/7/2019,1.11,2,44
493889,Spacious 1brm w/ breathtaking view,2439917,Germaine,,Outer Mission,37.72872,-122.4406,Entire home/apt,250,31,59,10/26/2018,0.68,1,365
494111,Comfortable space of your own in SF,252927,Vivian,,Outer Richmond,37.77985,-122.48478,Entire home/apt,130,3,141,7/20/2019,1.66,2,274
496108,Entire Edwardian Home in Central SF,2450324,Kenneth And Mike,,Castro/Upper Market,37.76778,-122.43427,Entire home/apt,545,4,46,7/22/2019,0.53,1,217
